sec_number,property_state,property_type,valuation_date,security_value,contract_of_sale_date,security_type,security_status,account_number,security_rank,region,is_primary
2dfb4c9af7a90fba4a2ad35cf3eaf89e,New York,Flat,2016-03-14,120606,,Mortgage,Valid,eedfb77b0159fe6e08f06f42bbb19eb4,1,Southern New York,true
2fb7b65926caf4f15ea051a37314785b,New York,Flat,2018-02-07,127361,,Mortgage,Valid,131bca9cb7e6596d49f6b3af81005649,1,Southern New York,true
667ba9461f998b3088b427ffe2a0e960,New York,Flat,2015-10-21,981597,2015-11-14,Mortgage,Valid,cfbe6832452ec2b2a641d019f5d89ad6,1,Southern New York,true
25f9af6d544f169cc3e0eabbe354e229,New York,Flat,2015-06-27,983931,2015-05-07,Mortgage,Valid,1640ca131ec34a8c126a0d56a27c1bd4,1,Southern New York,true
a5ae6458911eb24ebd4a2262692e5c0c,New York,Commercial property,2015-07-01,228781,,Mortgage,Valid,3fff29366666f4bba69f0440beed448a,1,Southern New York,true
dcc7c51b4b47e3db8d293d8ff1c2c710,New York,Flat,2016-07-01,981519,2014-01-13,Mortgage,Valid,b138ca38abdec2b58411448f25cac057,1,Southern New York,true
6a091e6f89ecd91f8e62781747c84095,New York,Flat,2015-05-06,224890,2014-05-16,Mortgage,Valid,d02b399f833d0b859b44d2b52a3f3422,1,Southern New York,true
facaab296260a4e25a1c9d6bdf82289d,New York,Flat,,123698,,Mortgage,Valid,c6bc175a7c5f0df17d7465bb203f0ef2,1,Southern New York,true
1a05baf627e0afc562eb18381aa01a06,New York,Flat,,228556,2000-05-31,Mortgage,Valid,3c28a0bb6f529d21ab7784a8cab8961f,1,Southern New York,true
933abd13ba6da8f6a8fad256bd16b489,New York,Flat,,126522,2017-12-19,Mortgage,Valid,36cb35e655c9e9daaa710fd3f0c197d1,1,Southern New York,true
4ea378fb4ce00828799d988b8992aaee,New York,Flat,2018-12-21,125063,,Mortgage,Valid,7024c94b37a1a3ac4b642e2440b849c7,1,Southern New York,true
ce922a0f523d2bf3d618948c001bca6f,New York,Flat,2019-07-12,564816,,Mortgage,Valid,3cefc449e21f01f5186c9192bca73458,1,Southern New York,true
3a713a608d91179e6be6211a843f9ab8,New York,Flat,2016-06-09,989558,,Mortgage,Valid,285def31f13fa5e258e145915647e047,1,Southern New York,true
32307d490af9dbc41c8b6083130891f4,New York,Flat,2012-10-06,986802,,Mortgage,Valid,17ea513ce0d47a312fd46d4a6e7e35c0,1,Southern New York,true
493ac261b395c41da4fe2d4809be85e2,New York,Flat,2013-02-03,560114,2013-02-18,Mortgage,Valid,c54035d6feb4bcb680661ea18f5c657b,1,Southern New York,true
9337bcd7b88cad63575c3a6a3d02505f,New York,Flat,2012-12-13,227994,,Mortgage,Valid,ac1c5d78da01441e889ddf0dcb42c231,1,Southern New York,true
3e6959a4db14aaf11d8c5ad526572b1a,New York,Flat,2018-05-19,982280,2014-08-10,Mortgage,Valid,d83db88aef521a84068402b6552d6c8f,1,Southern New York,true
12f3486d8de8a7a40be8063cade9e52c,New York,Flat,2013-10-21,569512,,Mortgage,Valid,96918025b4e6d804dd9cc49ec6db9643,1,Southern New York,true
fe3730d16d1ef628369e87f851b9f379,New York,Flat,2016-05-15,981212,,Mortgage,Valid,168ece8c23343565b4eb82ff3a0bfb3d,1,Southern New York,true
74870d30432bb2c353e8fc87c2e07435,New York,Flat,2015-12-30,987378,2014-09-28,Mortgage,Valid,33bf8844a711832f33aeb23721ebde59,1,Southern New York,true
29158766e887e781647803c0ef1ab0cd,New York,Flat,2017-07-16,562176,,Mortgage,Valid,e686eecd3dbc0824dd8823f0b3228115,1,Southern New York,true
ea62cc9f5d64c126ece23ff46a20c85a,New York,Flat,2014-03-08,565680,,Mortgage,Valid,ef135fb0c21586e4b652fb7abf52daab,1,Southern New York,true
c7f89feddcb4acd91def967afc7c7605,New York,Flat,2018-09-10,123948,,Mortgage,Valid,5decd93f5489bbce489eb6e7f8f4bad1,1,Southern New York,true
746cb76f33bce77ccb7c3fead9530c95,New York,Flat,2018-06-27,220703,,Mortgage,Valid,09572f3d3a62aebfd23989a688ce5df4,1,Southern New York,true
4b074824a18de62c02d487a8775f4bed,New York,Flat,2007-04-12,982409,,Mortgage,Valid,3e2419e5b5379d4641faf5d4e0d72e8a,1,Southern New York,true
b554cb075605ab1c478014bde4de692e,New York,Flat,2016-12-09,982404,,Mortgage,Valid,d11efcd220a9fb8ce6383b9c9d36860a,1,Southern New York,true
89f0191f7894441e5869b7db0aba5047,New York,Flat,2021-03-02,565352,,Mortgage,Valid,02cf51af4b94297db930914def10ffbf,1,Southern New York,true
a9937a2f7abe138dd03fb12df09ef2fe,New York,Flat,,225328,2016-02-17,Mortgage,Valid,4f76f688d76acce170a8a231432fc352,1,Southern New York,true
c1aabbf618c7b7d5f615b95b80fdaf7b,New York,Flat,,989247,2018-04-22,Mortgage,Valid,31aee80fa8a9dc49c37a9044170005fe,1,Southern New York,true
427ef859d110ad3e2bb9989b24ba4cf8,New York,Flat,2016-06-28,566050,,Mortgage,Valid,283a3dc3046a81ed274b2d2567ed5ecb,1,Southern New York,true
d61eeb3cca488431678d61cdd34988fa,New York,Flat,2016-04-19,124566,,Mortgage,Valid,4b5c4ef031f6902feef33cba4bee50ba,1,Southern New York,true
1c4bd8e7f02d035ffbc2c6fc7fad58f2,New York,Flat,2012-06-17,564180,2012-07-03,Mortgage,Valid,f97343906f47dc7698c104acc9b4f7dc,1,Southern New York,true
1c446b03412ff07d036facf3f132770a,New York,Flat,2013-07-03,228524,2012-07-05,Mortgage,Valid,c9628449bdceb538d1de21d3b26d40c4,1,Southern New York,true
b58ab5655df5a46e279469d9c0163e13,New York,Flat,,224978,2016-12-29,Mortgage,Valid,bdd9a6a7b33b1e1c0870ad6515e5a773,1,Southern New York,true
6609bedc5b522d37bbdb543141f20408,New York,Flat,2016-10-17,565474,2016-11-24,Mortgage,Valid,dcf6dc2755472e45f692d1ee13b0f883,1,Southern New York,true
b0e115adf057d214127b719230eaf06e,New York,Flat,2020-05-13,124035,,Mortgage,Valid,3d922d9a80eb1add58b2ac4e473baf74,1,Southern New York,true
0b0c0691805655778ce8ed424c7ede77,New York,Flat,,988033,2016-08-31,Mortgage,Valid,982b75ee67bc6f70300b9c4e3dc28eb3,1,Southern New York,true
2e8c78eaae6af7d7bbc47eb2e6e5207e,New York,Coach House,2013-08-17,569497,,Mortgage,Valid,3278a8aca6a622f0108c4fa9dce79d09,1,Southern New York,true
78e988e4a74fa42fcd5c85228a9bdc75,New York,Flat,2013-06-04,983344,,Mortgage,Valid,5288c4ea9046d1c8255c2d3368e57d56,1,Southern New York,true
2b485e60e6e53652212830af620eb4d1,New York,Flat,,122685,2015-04-01,Mortgage,Valid,95ac1397df1be4fa12279d6b26d76008,1,Southern New York,true
c6c5cc5f9d921fd0908ad591f6208ca4,New York,Flat,2019-05-10,568196,,Mortgage,Valid,312b336bed48e39e113703db9380a169,1,Southern New York,true
393b85bc691b8459894c93cb003e6668,New York,Flat,2020-05-07,125290,,Mortgage,Valid,84f36a7850e3e826987ae58fe8538dcc,1,Southern New York,true
4579639b0972166ae40d2067782855c6,New York,Flat,2016-05-24,123915,2014-04-22,Mortgage,Valid,4cbedbbc91f6d3840a93c06f6ebeefdd,1,Southern New York,true
1c7dbfb3c9d016a81efe3157ad29386f,New York,Flat,2018-08-12,228097,,Mortgage,Valid,ae1cbc1370b48a4b85c132893094e054,1,Southern New York,true
c33cab462ebd6812b6641addb63a3a9f,New York,Flat,2018-03-29,228229,2016-01-01,Mortgage,Valid,c0f4f03d91332aab3e86eb59449e73a3,1,Southern New York,true
fbe1ccc8ae5033a52d9532a382833256,New York,Flat,2011-08-22,562922,,Mortgage,Valid,bc76a08e3b2ea17490bd042edd99b339,1,Southern New York,true
7d3d3a53dc01400f13f8e1a0f18b042a,New York,Link semi detached house,2019-01-15,567568,,Mortgage,Valid,f304ae19b8aa3b47c1694b689986c056,1,Southern New York,true
4a3ed7f6048c8e7c5f72f80c8c905fac,New York,Flat,2016-07-01,222384,,Mortgage,Valid,e98a24e0463c55f0b16be04ef9ed7503,1,Southern New York,true
35115d8dbf26b5af8ac4f9a994c47cbb,New York,Flat,2008-07-01,121805,,Mortgage,Valid,f73177730bc57d6fb260ada941fd4ae3,1,Southern New York,true
2dd543c03d2299a7226de58e131e50fb,New York,Flat,2020-05-01,986768,2019-12-23,Mortgage,Valid,37dbca90b20234e04490b1589614d86e,1,Southern New York,true
ebec03eee32d33067e2bb411ae463b1f,New York,Flat,,987422,,Mortgage,Valid,b77c3be231b4c80cd82cdbc942dff6b7,1,Southern New York,true
60cca011ee5110ac55837cefc9ac4f40,New York,Flat,2015-10-18,126183,,Pledge,Valid,5145ba479c78375bd5b23b119f547e9c,1,Southern New York,true
3e42714c9c57dd8872bdd040498a13f2,New York,Flat,2009-07-13,984601,,Mortgage,Valid,284e91c76cee7b1e61be7626c5bfa705,1,Southern New York,true
52070a8d719353349a121cece5da545a,New York,Flat,2014-10-16,565863,,Mortgage,Valid,2e7a39d63b2830e351bd0549303a5b75,1,Southern New York,true
5358a79d4e649047a390fe075557a681,New York,Flat,,126870,,Mortgage,Valid,bd15062e8c3792b110eb01e6ca0191bd,1,Southern New York,true
debb29405914329ff36f963d2f1b8b6a,New York,Flat,2018-06-02,124971,,Mortgage,Valid,34723fd2221ef71614b21c7c3a44e090,1,Southern New York,true
4874f2f25eb30803ebad6fc2797c84dc,New York,Flat,2020-01-29,568547,,Mortgage,Valid,375366beccb71bf4de0778d2e3e78de7,1,Southern New York,true
cd0d4a6163d9cf7afc511ee6954a2c71,New York,Flat,2016-11-29,224761,,Mortgage,Valid,00dc562784141cb0e4caedb104837023,1,Southern New York,true
b93a095f9fb77cf88401e70c3af4cf9b,New York,Flat,2020-01-06,568171,,Mortgage,Valid,9d9054e704ab5766f7c529bb4380554b,1,Southern New York,true
774fa8d3d95e3f6eac00c796199dc355,New York,Flat,,981766,2020-01-09,Mortgage,Valid,3c584245707566f87e87a75fae49d0f7,1,Southern New York,true
debb29405914329ff36f963d2f1b8b6a,New York,Flat,2018-06-02,124971,,Mortgage,Valid,f39cc2478229e81f829a77942ec40a04,1,Southern New York,true
a5d93c4980a71970378d5ec854e8ea46,New York,Flat,2017-11-20,127120,2018-05-24,Mortgage,Valid,1434b6b17147f3e275308a4c981a6e06,1,Southern New York,true
2363e7105877492cc0b1d134e339da35,New York,Flat,2020-09-24,124816,,Mortgage,Valid,0731e8d7d7362e41a475784e210e3bf2,1,Southern New York,true
b188a353da42af13c1bfa5d7f15af165,New York,Flat,,565916,2016-01-12,Mortgage,Valid,55a947b1b7c251255ad4c609dc2201e6,1,Southern New York,true
390a1468679a334aa128c1f647e8f9f1,New York,Flat,,227314,2018-04-23,Mortgage,Valid,ea62aabb509e18ea11a2f13b6a36aa08,1,Southern New York,true
9276d24e1977cc2c4eb9f04c5d5594ee,New York,Flat,2018-12-08,561460,2019-07-01,Mortgage,Valid,91264e9dd2a465c383c5b506a8226b45,1,Southern New York,true
efb34cd30c91b436ecda474c89f5073f,New York,Flat,,229661,2015-04-17,Mortgage,Valid,291270972176b944b8892b38ca82bec8,1,Southern New York,true
47948ee294bea9c66156f96b48ded04b,New York,Flat,2018-02-02,564955,,Mortgage,Valid,5031cb7bca037a07dfd093726871121a,1,Southern New York,true
3c95401cb86a87b80687f159990c185b,New York,Flat,2018-04-13,987403,2017-03-24,Mortgage,Valid,78e0b95d26082c4d8dca1fce142cc758,1,Southern New York,true
7ca5869b69bd4fd68b2c7fd7d77b6475,New York,Flat,2020-02-17,989115,,Mortgage,Valid,041f9cb4f7316c337a3fe9747568bcee,1,Southern New York,true
c73ffa9b076b07628e026517912f68cb,New York,Flat,,986567,,Mortgage,Valid,1d1351c3d5e77c86c9afa5d4db5711f5,1,Southern New York,true
02e9fc490faf52eb7948b5b07d9369f8,New York,Flat,2017-04-01,985185,2017-02-18,Mortgage,Valid,d42ab5308865f9c482f77c5f5fd6d660,1,Southern New York,true
1adda1fa3236fae9e683b872a8fce27c,New York,Flat,2015-04-12,227408,,Mortgage,Valid,f0b5cc58d858b0e7a253294d8f97e09e,1,Southern New York,true
e206e248dba8680cd7820496403c65f4,New York,Flat,2016-05-12,122346,2016-06-14,Mortgage,Valid,73e95cf1c9d376449644800924721bd0,1,Southern New York,true
190d028e7c362a895fe3c41672979dfb,New York,Flat,2007-12-26,567069,,Mortgage,Valid,3dec125b424185ef64519a29f85c1375,1,Southern New York,true
b1a2f25fe0a064b8bd53a0fd2d34c3dd,New York,Detached house,2014-05-26,989627,,Mortgage,Valid,95dfc9ee5b28c0de2fe8ebc66d22eaed,1,Southern New York,true
43092a27409b2d5d73b781690ad621d5,New York,Flat,,221052,2017-10-05,Mortgage,Valid,8cb36041e8e763329c10b9f596f45b18,1,Southern New York,true
66f9727da3c33dc4ab0b746cd084bbec,New York,Flat,2016-05-21,129300,,Mortgage,Valid,9e8ff08769ebc1ab8edafaf99530714a,1,Southern New York,true
09a7d5b485e31592cd7f18aa80e542d7,New York,Flat,2011-01-04,980174,,Mortgage,Valid,4a20048160961b35f25120e87c49f3c9,1,Southern New York,true
d7036125ee0ef100baf2b3dd9ad679f6,New York,Flat,2002-11-11,221954,,Mortgage,Valid,3ef9ecb8473aadf8c86a72a9fd8a58bb,1,Southern New York,true
accd2e807e2a775d26245bd2d75da744,New York,Flat,2021-06-20,121329,2019-08-31,Mortgage,Valid,51af30650cdd37c3db710566c75c158a,1,Southern New York,true
a5ad5d7ad41d80a480fe5ba783284dc0,New York,Flat,2014-07-12,221118,,Mortgage,Valid,da88349e7232f8c22b9e6aeac36ed6b2,1,Southern New York,true
37f326ceb7072e07b28cca1ea29d3105,New York,Flat,2015-12-24,561988,2015-04-22,Mortgage,Valid,b4bfc800dc8eaee9c82245bd4e78512c,1,Southern New York,true
632ed46299b53b039f3a7ea0e48327fe,New York,Flat,2017-04-18,563164,2017-01-05,Mortgage,Valid,f491c4ca35fbb27fb4e9825db516bda5,1,Southern New York,true
d797b439054d077665ded3c1ca1eff2b,New York,Flat,2017-06-07,120801,,Mortgage,Valid,d676adb03b8a4899213b918619651d08,1,Southern New York,true
f53f7fdd1dc6dd63efbe63e04f294d4b,New York,Commercial property,2016-07-22,225548,,Mortgage,Valid,ebf639f2680d395a520994e08c2ab57c,1,Southern New York,true
0ea611a2760039d6c05e19431185ec79,New York,Flat,2014-06-03,223447,,Mortgage,Valid,6727aa5a824dbe976b128f94304b44fa,1,Southern New York,true
24c3f0a850001569ddaccb1482a56c2e,New York,Flat,2016-06-08,569628,2015-08-14,Mortgage,Valid,d95061aec55ba603a58f5ada748a51d2,1,Southern New York,true
184d865db12222bc67e657ea19e12bef,New York,Flat,,122560,2017-09-11,Mortgage,Valid,115be19cd7369a60e1eeddbd94cd9b1c,1,Southern New York,true
c0b429d81419089d8bad97118525628c,California,Flat,2015-06-17,122875,,Mortgage,Valid,6cf7451a2b0aa5ff8ae5d7e852112c26,1,Southern California,true
d0e4c3d24a7dc0df317adf41bc4d428e,California,Flat,2015-10-11,120441,,Mortgage,Valid,2f4663dc9fc3ebd7b710f338bd55fa06,1,Southern California,true
f5a3aaeebe7b7f134fa25005528b1647,California,Flat,2020-06-20,123048,,Mortgage,Valid,9300e744c9240499e3590a18b214bb82,1,Southern California,true
89d383e47f01c4d5dad3f045f0c57e6f,California,Flat,2016-05-01,569153,2016-06-11,Mortgage,Valid,00c28ac3f58f7dfd75198ae0f08fddf0,1,Southern California,true
bc9e7d928b0a0cbe187690b96b4307ae,California,Flat,2011-09-26,986076,,Mortgage,Valid,2dba67adb2aae58bb5220944e9a8c556,1,Southern California,true
d5414e1318500c446d2b97c33c8e5626,California,Flat,2014-07-30,129661,2010-04-07,Mortgage,Valid,1d318ef7abf54ae674bd7efa2b1ffba2,1,Southern California,true
89fe33bc5799c1079a46c6d0aa5de3bc,California,Commercial property,2019-02-17,222834,,Mortgage,Valid,65b37685e95b3df280d36b4b239c0b82,1,Southern California,true
b723469f7faae0e88407b3eab9465d59,California,Flat,2015-08-27,127884,2015-05-21,Mortgage,Valid,7d224d17ab42d52cd19adfe7c9142df4,1,Southern California,true
37214f8c984b88a66d4bf60fb8e0051e,Pennsylvania,Flat,2015-06-27,982969,2015-06-15,Mortgage,Valid,2ca647753ffe8d54bf77c19c90d8aa43,1,Central Pennsylvania,true
d525cf46c5d067a1bf10ba2261f3a173,Pennsylvania,Flat,2013-08-18,120596,,Mortgage,Valid,3623ec2715bd0a47c84cfffd567e1916,1,Central Pennsylvania,true
21407afdb6b91be681648f4b5ba57c00,Pennsylvania,Flat,2013-11-04,983951,,Mortgage,Valid,0b7de07dbfcc234c421ce345be192389,1,Central Pennsylvania,true
93b03b49e68424865b979795505dfd5c,Pennsylvania,Flat,2013-08-01,127319,,Mortgage,Valid,080044d418a2da35e4354679ab6a1daa,1,Central Pennsylvania,true
122ef8c02bd8bbfe6525e463bc31f103,Pennsylvania,Flat,2018-04-24,568732,2018-01-05,Mortgage,Valid,360f9cb84a3e2c7b0f7a1c24ad8dbc49,1,Central Pennsylvania,true
a5850eb6bae36ad03a80d34f5b420a22,Pennsylvania,Flat,2004-01-21,562878,2003-07-01,Mortgage,Valid,3143488242a499e999d2a0ce6c986b31,1,Central Pennsylvania,true
5461abb606e8685382be4c9f65d86578,Pennsylvania,Flat,2018-04-01,224114,2017-09-30,Mortgage,Valid,dbd3d01f6baf9294da98b1b8a2cc2a06,1,Central Pennsylvania,true
991f66091219f5bf557d891d44ab8b35,Pennsylvania,Flat,2017-10-24,980931,,Mortgage,Valid,3892b0f573f22660e9564d7952c8a12c,1,Central Pennsylvania,true
84e7e29ca390d387d30d8a61fc91e411,Pennsylvania,Flat,2019-03-18,127913,,Mortgage,Valid,2a4c176cc9fdae0f6c9dbccd06eca5d5,1,Northern Pennsylvania,true
9459a1b83a4729a6b541dbfdb59f4d59,Pennsylvania,Flat,2021-07-20,128496,,Mortgage,Valid,1ff75bcfa0cae20b2d5bab9740bbc4e2,1,Northern Pennsylvania,true
6959b74fc2489438c469acea51cb2da7,Pennsylvania,Commercial property,2010-05-23,222877,,Mortgage,Valid,8793343d55cda45bf598b5ea10c0926e,1,Northern Pennsylvania,true
caee90eee15fdd1c92f8b1d608da8c3b,Pennsylvania,Flat,2010-02-05,126772,2009-08-02,Mortgage,Valid,ee8ef0e2d13b0222d69a955510b030f9,1,Northern Pennsylvania,true
0b144d9d351982d465719abe392815d2,Pennsylvania,Flat,,225952,2015-12-23,Mortgage,Valid,e899c355ddfbc1f4abd444514dfe64ad,1,Northern Pennsylvania,true
7aaeea2857f6a23f97b6b09db1488c39,Pennsylvania,Flat,,989201,,Mortgage,Valid,f1e42495bf4f802b3f4fb4dde558f738,1,Northern Pennsylvania,true
68ab729dcf1d5ab7de80bbe02926cb44,Pennsylvania,Flat,2016-04-21,562150,,Mortgage,Valid,7baa0473b818a307ff22ab4605d86e97,1,Southern Pennsylvania,true
a0812463cd9a95a662d501f03c0bba75,Pennsylvania,Flat,2016-11-15,124250,,Mortgage,Valid,7340b75465432ae353330bd6ab6f4cc9,1,Southern Pennsylvania,true
a7095c6149d63557f72f23e28177d4dd,Pennsylvania,Detached,1999-06-09,567460,,Mortgage,Valid,35b164f6fd954ed160eb8f1dbdf9945b,1,Southern Pennsylvania,true
4eb48d0393b1fe57df8aa72af15696f5,Pennsylvania,Coach House,2016-07-12,562597,,Mortgage,Valid,605db1ca5e95af171c0674d3b3af9955,1,Southern Pennsylvania,true
f5c7c0ec43b8e19bd313135212952f78,Pennsylvania,Flat,2011-04-16,223042,,Mortgage,Valid,2a421397c375d32a1703e05fa6c795ef,1,Southern Pennsylvania,true
01576ae226b8f69a4054af64cea8571e,Pennsylvania,Flat,2016-12-14,127907,,Mortgage,Valid,08aeb20842b4aa5b9354472dc44387f2,1,Southern Pennsylvania,true
d37a98eb7aedbee329d65f1a45e78310,Pennsylvania,Flat,2013-09-12,569027,2012-10-05,Mortgage,Valid,efdaeb238d3f9b7b4f7d50e0f5808888,1,Southern Pennsylvania,true
8602ce268cbf451abede837696d078da,Pennsylvania,Commercial property,2020-03-14,566193,,Mortgage,Valid,b31e3c005f97d0b375e83931849b34d7,1,Southern Pennsylvania,true
68f2939f9515fc2517193f91da234c3c,Pennsylvania,Coach House,,224165,,Mortgage,Valid,aa95d33200c82dffa0a0ca1263dd8a02,1,Southern Pennsylvania,true
16498707c75f7bf496ef75ec42c1b25b,Pennsylvania,Detached,1996-02-16,220714,,Mortgage,Valid,e926609a83ca0deccd5df8a2d9b578dc,1,Southern Pennsylvania,true
44eeb2b476bda0cf7546becfda5fea84,Pennsylvania,Flat,2006-11-11,985095,2006-07-28,Mortgage,Defaulted,a75811d58b09c3762f7b3b2100cc0d37,1,Southern Pennsylvania,true
353e9371de07108d25ac270b715d73c4,Pennsylvania,Flat,2013-08-30,223166,,Mortgage,Valid,b444e1c0a9f15d87c14f1b9eb1efa35d,1,Southern Pennsylvania,true
7b7d4654ac37ae59dedba9f9d88b8bc8,Pennsylvania,Flat,2018-04-19,564933,2018-03-12,Mortgage,Valid,6cedb3ce0650afb499cb07404dd5063c,1,Southern Pennsylvania,true
ac0109ae552c00e2ff96b299a905da11,Pennsylvania,Flat,2017-08-29,987397,2016-08-05,Mortgage,Valid,08fe8e8803840c424fa0a2e8b3b17870,1,Southern Pennsylvania,true
33107179ad6f119f9010212163f9fb6e,Pennsylvania,Flat,2013-05-27,120610,2013-10-03,Mortgage,Valid,beec26f4b9cb72bd2feb7a7223a504dc,1,Southern Pennsylvania,true
a6efd5574b8cd4564b03040a305a8407,Pennsylvania,Flat,2017-07-20,569296,,Mortgage,Valid,acbf26f1dc59ec6c7db7202656d20ef5,1,Southern Pennsylvania,true
4a6d23857f6a01ca0d3ed58540872027,Pennsylvania,Flat,2016-06-18,124662,,Mortgage,Valid,356bdc831ba74252cbf5514a32eadaf9,1,Southern Pennsylvania,true
7b8e9d9fd20df31aad485a76589e3b8a,Pennsylvania,Flat,,561572,2013-01-12,Mortgage,Valid,1ace7ee4e095aac7b7e734f48407a3f9,1,Southern Pennsylvania,true
c07b7c9d6f0f5563dd11a10c67b2959c,Pennsylvania,Flat,2015-09-05,984468,2015-10-25,Mortgage,Valid,4d12cc2a6b16ec57977fdb50be2b0258,1,Southern Pennsylvania,true
4e584435a284cf492b712ef1516ebd4c,Pennsylvania,Commercial property,2015-03-05,564637,2015-05-05,Mortgage,Valid,15d77470139cdc44475ff267331c8347,1,Southern Pennsylvania,true
316f37d8d453f69efba04336e4284044,Pennsylvania,Flat,2012-10-11,565044,2012-01-13,Mortgage,Valid,06f03da33fdbc39cb7c62f80726fc088,1,Southern Pennsylvania,true
276e6b1c6e0c7882a8e925b45bdb862d,Pennsylvania,Flat,2016-04-18,227018,2015-09-08,Mortgage,Valid,c43aa93f96af83c16d3a78a5fc27add8,1,Southern Pennsylvania,true
4e807d74402f9826d5510119e2f39b64,Pennsylvania,Flat,2018-08-21,988862,,Mortgage,Valid,0cf630514f6d784630bb3b0676d63ba3,1,Southern Pennsylvania,true
6adea757b175007bdf32078223bdc805,Pennsylvania,Flat,2009-01-20,229023,,Mortgage,Valid,fe8f0a4a10145359b3ebcaff5b4ebe37,1,Southern Pennsylvania,true
2864d68e1b6bb500f7662ab7eaf18b03,Pennsylvania,Flat,2016-12-11,987959,2011-10-23,Mortgage,Valid,59fbdb63c920f8cbbd4f05846b3f8f74,1,Southern Pennsylvania,true
7442508742ff43c4eb1eecd135c4ab67,Pennsylvania,Flat,2017-05-11,986255,,Mortgage,Valid,8b3adad4c1cad14b627d6f910d50dd0b,1,Southern Pennsylvania,true
66c9dfd8cceb857e37a006a05dc449e2,Pennsylvania,Flat,2016-09-26,223692,2016-11-14,Mortgage,Valid,6806c2b8ca5a20cb6240f9b43e0aa9da,1,Southern Pennsylvania,true
11ff080f2cbf2907b2ac5dafbd501fff,Pennsylvania,Flat,2016-03-31,220473,2015-11-26,Mortgage,Valid,614f6832802b335e6c0658016ae4e70e,1,Southern Pennsylvania,true
a466e00eb3711d7029f931aa3ae765ea,Pennsylvania,Flat,2016-01-25,222550,2014-07-13,Mortgage,Valid,2c5dc3f54814fdd031b5aa531ee1744c,1,Southern Pennsylvania,true
af4c7ae15b4ddb82bdaa41add82dde2b,Pennsylvania,Flat,2018-09-23,564327,2017-10-12,Mortgage,Valid,31d7057d7374fe49345a9e666e67fbd1,1,Southern Pennsylvania,true
86289ca4d35dd8f573fe8c7b201f4983,Pennsylvania,Flat,,563115,2015-03-26,Mortgage,Valid,159afe7d7020b217ee3f0c78f9571ad9,1,Southern Pennsylvania,true
50cd93bb9c57eea83d90216987620ed4,Pennsylvania,Flat,2012-08-03,221367,,Mortgage,Valid,f00ca2c5795d2b84d045edfef4d89fb5,1,Southern Pennsylvania,true
04a48b9e3a5a7df5d59a5aba1196edfd,Pennsylvania,Flat,2018-03-17,220604,,Mortgage,Valid,64cc9ef45226b5eee28fdec744458012,1,Southern Pennsylvania,true
3dc6312e30553a9b3ee26b5034ea19d2,Pennsylvania,Flat,2017-09-13,125835,,Mortgage,Valid,a041801e3f915c6fd487da7bda2f6d59,1,Southern Pennsylvania,true
14490ad39a6c889a5d0310b84014c195,Pennsylvania,Flat,2012-11-29,981770,,Mortgage,Valid,3ae5046375991084dc259417c4d97220,1,Southern Pennsylvania,true
bf7a089130fe97a5397e53b31958fea1,Pennsylvania,Flat,2011-09-22,120998,2012-07-27,Mortgage,Valid,a592497431598ba992982385b0fe635d,1,Southern Pennsylvania,true
710d83c49f47d0367911d6c726424b5d,Pennsylvania,Flat,2010-04-09,124245,,Mortgage,Valid,50523bf563665b9d5b656f2e81b876e8,1,Southern Pennsylvania,true
368b089377bd9975d78ee0bb9120e171,Pennsylvania,Flat,2009-04-14,124181,,Mortgage,Valid,5b1a865339e534e2c8184bfbbe109cae,1,Southern Pennsylvania,true
e3ca8ced615502a2bf7001b71eeea0ba,Pennsylvania,Flat,2015-02-23,981718,,Mortgage,Valid,ec56591919409daf7c7fa960e80e51e6,1,Southern Pennsylvania,true
d0fa97b1000779913018dc53abee7869,Pennsylvania,Flat,2018-03-06,981983,,Mortgage,Valid,6eb669388117c5f4277634b53f508be1,1,Southern Pennsylvania,true
e527c9ef8e310dab09cd1097a28d8ead,Pennsylvania,Flat,2006-03-11,980521,,Mortgage,Valid,a2514c3b1b40aaaa3213618cb47e3cc1,1,Southern Pennsylvania,true
7264e5f774071575e0c0c1e46aef5f8c,Pennsylvania,Flat,2011-03-23,126435,,Pledge,Valid,c22f264ec07f212f893bd635e21593bb,1,Southern Pennsylvania,true
d57331bf48700cf21fb5b79d86c5f4c3,Pennsylvania,Flat,2019-09-17,986564,,Mortgage,Valid,e05d9e0c2bbf3f702a28b14a3f998e3a,1,Southern Pennsylvania,true
2e46c7e3652ddb6c0ff8cab12aa3245c,Pennsylvania,Flat,2013-06-18,565234,,Mortgage,Valid,712c770f9159fc74c211d0ed8ac9f91f,1,Southern Pennsylvania,true
a08a192467b171d883e1c6ff1cc736e6,Pennsylvania,Flat,2013-02-15,569131,2013-07-08,Mortgage,Valid,e1a6684e1cd49b6db32ccd6f9e657ae7,1,Southern Pennsylvania,true
8259e03fee3e3478a58c8de1673601d2,Pennsylvania,Flat,2018-11-27,121783,,Mortgage,Valid,e8780cbe83109305dcf8ba4218c0ef6f,1,Southern Pennsylvania,true
98fb7f7793f0eb18fce8ecc7b0d8dd12,Pennsylvania,Flat,2016-10-01,129804,,Mortgage,Valid,1b5e27ce75610bc0e6be51987c61e051,1,Southern Pennsylvania,true
